,roll_number,full_address,has_garden,total_assessed_value,street_number,street_name,property_use_code,geometry,centroid_lat,centroid_lon,n_s,position
1432,12082120000.0,45 EVANSON STREET,True,316000.0,45.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17042751958748 49.87864748420942, -97.17075403789285 49.8786574935273, -97.17076029353402 49.878571928220154, -97.17043378971461 49.8785619191548, -97.17042751958748 49.87864748420942)))",49.878609706592094,-97.17059391009832,South,Central
1434,12082385000.0,45 HOME STREET,True,431000.0,45.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1681373231678 49.878705745604584, -97.16854912772767 49.878719002101356, -97.16855580268746 49.87862867526302, -97.16814401841039 49.87861534444822, -97.1681373231678 49.878705745604584)))",49.878667191207086,-97.1683465395749,South,Central
1439,12081022000.0,450 GREENWOOD PLACE,True,356000.0,450.0,GREENWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1804289709607 49.88122669558054, -97.18043593606852 49.88113635889467, -97.1799275995391 49.881119581556874, -97.17992063348645 49.88120991820187, -97.1804289709607 49.88122669558054)))",49.88117313857264,-97.18017828501716,South,West
1448,12080337000.0,454 CRAIG STREET,True,309000.0,454.0,CRAIG,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.19024981164539 49.87955801428296, -97.1899466695017 49.8795480034779, -97.18994030703082 49.879630219148886, -97.19031121720263 49.879642238803896, -97.19024981164539 49.87955801428296)))",49.879596012515165,-97.19011239267536,South,West
1458,12081019000.0,456 GREENWOOD PLACE,True,373000.0,456.0,GREENWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18043616772353 49.88140989212173, -97.1799065570943 49.88139246136068, -97.17989952131333 49.88148370134466, -97.18042911653087 49.88150113161233, -97.18043616772353 49.88140989212173)))",49.88144679638883,-97.18016784068928,North,West
1464,12081018000.0,458 GREENWOOD PLACE,True,353000.0,458.0,GREENWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1804219230581 49.881594199710804, -97.18042911653087 49.88150113161233, -97.17989952131333 49.88148370134466, -97.17989234363563 49.88157679289723, -97.18040069026793 49.88159350185753, -97.1804219230581 49.881594199710804)))",49.88153895579048,-97.18016071532864,North,West
1475,12090135000.0,46 KNAPPEN AVENUE,True,377000.0,46.0,KNAPPEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16292737906325 49.88473741060534, -97.16290755226 49.885010866808535, -97.16301585506127 49.885013959464494, -97.16303566825528 49.88474051562304, -97.16292737906325 49.88473741060534)))",49.884875690782906,-97.1629716130465,North,East
1481,12081017000.0,460 GREENWOOD PLACE,True,337000.0,460.0,GREENWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17988537787444 49.88166712952086, -97.1803937259243 49.88168383853845, -97.18039731361797 49.88163730145559, -97.18040069026829 49.881593501848556, -97.17989234363563 49.88157679289723, -97.17988896652982 49.88162059248135, -97.17988537787444 49.88166712952086)))",49.881630315724614,-97.18014303449183,North,West
1483,12080487000.0,460 TELFER STREET S,True,307000.0,460.0,TELFER,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18816107665428 49.88031715970005, -97.1877354444477 49.880303214413146, -97.18773026179133 49.880370363353876, -97.1881558988107 49.88038430513426, -97.18816107665428 49.88031715970005)))",49.880343760646646,-97.18794566849073,South,West
1488,12081016000.0,462 GREENWOOD PLACE,True,420000.0,462.0,GREENWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1803937259104 49.88168383853822, -97.17988537786019 49.88166712952962, -97.17987841028504 49.88175748359148, -97.18038676055855 49.881774169750756, -97.18040796019302 49.88177486555657, -97.18041494116609 49.8816845358205, -97.1803937259104 49.88168383853822)))",49.88172100304986,-97.18014666075594,North,West
1503,12080340000.0,467 CRAIG STREET,True,317000.0,467.0,CRAIG,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18972849682501 49.87962334605436, -97.18935680485066 49.87961129325047, -97.18935151841038 49.87967972991942, -97.18972320016105 49.8796917823982, -97.18972849682501 49.87962334605436)))",49.87965153774884,-97.1895400050768,South,West
1534,12081138000.0,473 DOMINION STREET,True,497000.0,473.0,DOMINION,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17848170590241 49.88029511633194, -97.17849215974435 49.88015833972774, -97.17806983744447 49.88014435695524, -97.17805941071522 49.88028115823971, -97.17848170590241 49.88029511633194)))",49.88021974183104,-97.17827577240774,South,West
1537,12080330000.0,474 CRAIG STREET,True,255000.0,474.0,CRAIG,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.19029005082957 49.87991627735063, -97.19029534210138 49.87984776771029, -97.18992439928446 49.87983576009512, -97.18991909758341 49.87990427405564, -97.19029005082957 49.87991627735063)))",49.87987601989006,-97.19010722034142,South,West
1564,12090134000.0,48 KNAPPEN AVENUE,True,330000.0,48.0,KNAPPEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16314395746393 49.884743620539716, -97.16303566825528 49.88474051562304, -97.16301585506127 49.885013959464494, -97.16312394507733 49.88501704684815, -97.16312837395269 49.88495654289527, -97.16313499037099 49.88486614496725, -97.16314160420856 49.88477576290895, -97.16314395746393 49.884743620539716)))",49.88487874366442,-97.163079859222,North,East
1566,12090246000.0,48 PURCELL AVENUE,True,192000.0,48.0,PURCELL,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1631474469803 49.88266587040174, -97.16316684880765 49.88239261037827, -97.1630229802986 49.88238837751388, -97.16300338421063 49.88266166339342, -97.1631474469803 49.88266587040174)))",49.88252716075445,-97.16308516152483,North,East
1577,12080289000.0,481 RAGLAN ROAD,True,524000.0,481.0,RAGLAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.19035664048158 49.87998874266418, -97.19087762679084 49.88000550869297, -97.19088818926002 49.879868684245146, -97.19036720693097 49.87985192551502, -97.19035664048158 49.87998874266418)))",49.87992871545155,-97.1906224181279,South,West
1593,12080740000.0,484 NEWMAN STREET,True,299000.0,484.0,NEWMAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18381883634328 49.88119772258106, -97.18421673274801 49.88121053893499, -97.18422314773547 49.88112835870138, -97.18382524731561 49.88111556751635, -97.18381883634328 49.88119772258106)))",49.881163047225925,-97.18402100122164,South,West
1598,12080751000.0,485 NEWMAN STREET,True,255000.0,485.0,NEWMAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18355934365361 49.88125802731948, -97.18356467771028 49.88118960138171, -97.18316677140875 49.88117668638507, -97.18316143947305 49.88124511503895, -97.18355934365361 49.88125802731948)))",49.88121735745643,-97.18336305678444,South,West
1599,12080288000.0,485 RAGLAN ROAD,True,675000.0,485.0,RAGLAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.19034607253741 49.88012556068589, -97.19086706425166 49.88014233313608, -97.19087762679084 49.88000550869297, -97.19035664048158 49.87998874266418, -97.19034607253741 49.88012556068589)))",49.88006553648725,-97.19061185298293,South,West
1604,12080566000.0,486 CLIFTON STREET,True,280000.0,486.0,CLIFTON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.1870127885986 49.880724188425695, -97.18660626635747 49.88071103982644, -97.18660097076462 49.880779447601945, -97.18700751003665 49.88079260277994, -97.1870127885986 49.880724188425695)))",49.88075182000018,-97.18680688689793,South,West
1632,12081220000.0,49 SHERBURN STREET,True,390000.0,49.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17593247454226 49.878673494349506, -97.17631925435842 49.87868535344313, -97.17632610842696 49.878595022744165, -97.1759393266153 49.878583161839586, -97.17593247454226 49.878673494349506)))",49.878634258033586,-97.176129290366,South,Central
1640,12080867000.0,491 BASSWOOD PLACE,True,361000.0,491.0,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18188104979342 49.88122248690575, -97.18187570785466 49.88129093868436, -97.18234165411096 49.88130583358812, -97.18234699750842 49.88123736920305, -97.18188104979342 49.88122248690575)))",49.88126415731827,-97.1821113594762,South,West
1641,12080690000.0,491 CAMDEN PLACE,True,262000.0,491.0,CAMDEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18429141533227 49.88112377496185, -97.18469169122311 49.881136713294474, -97.18470104236998 49.88101685979938, -97.18429423129473 49.881087684895405, -97.18429141533227 49.88112377496185)))",49.88108866713622,-97.1845307215788,South,West
1654,12080477000.0,492 TELFER STREET S,True,262000.0,492.0,TELFER,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18810833641228 49.88100092976086, -97.18768266906301 49.88098702153827, -97.18767738058142 49.88105553920346, -97.18810305148149 49.88106944300062, -97.18810833641228 49.88100092976086)))",49.88102823334212,-97.18789285703592,South,West
1700,12080395000.0,498 STILES STREET,True,262000.0,498.0,STILES,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18919821876369 49.8807834397966, -97.1888266762032 49.88077139398233, -97.18882076656236 49.88084804339675, -97.18919229723775 49.880860088825635, -97.18919821876369 49.8807834397966)))",49.880815741296,-97.1890094897075,South,West
1714,12090171000.0,50 FAWCETT AVENUE,True,309000.0,50.0,FAWCETT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16298444989872 49.883955135390885, -97.1628761770628 49.88395201258609, -97.16285633887225 49.88422547942734, -97.16296462531713 49.88422858987043, -97.16298444989872 49.883955135390885)))",49.88409030697648,-97.16292039717416,North,East
1729,12080872000.0,501 BASSWOOD PLACE,True,284000.0,501.0,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18232028360252 49.88157963104506, -97.18185434123166 49.88156471094281, -97.18184900052408 49.88163314574464, -97.18231494171602 49.88164806581075, -97.18232028360252 49.88157963104506)))",49.88160638837142,-97.18208464177062,North,West
1735,12080286000.0,501 RAGLAN ROAD,True,605000.0,501.0,RAGLAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.19032493928862 49.88039919496066, -97.19084593757216 49.88041598198646, -97.1908565016425 49.88027915757448, -97.19033550594801 49.88026237782564, -97.19032493928862 49.88039919496066)))",49.880339178228944,-97.19059072338452,South,West
1750,12080358000.0,503 CRAIG STREET,True,246000.0,503.0,CRAIG,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18962775034144 49.88092505023206, -97.18963305263851 49.88085653540323, -97.18926154949101 49.88084449355425, -97.1892562564087 49.8809130085125, -97.18962775034144 49.88092505023206)))",49.88088477178656,-97.18944465230716,South,West
1754,12080441000.0,503 STILES STREET,True,330000.0,503.0,STILES,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18817204194717 49.88105711166478, -97.18859135031417 49.88107057779184, -97.18859726747728 49.880993818795595, -97.1881779643161 49.88098033209766, -97.18817204194717 49.88105711166478)))",49.88102545983993,-97.18838464659362,South,West
1761,12080930000.0,504 SPRAGUE STREET,True,344000.0,504.0,SPRAGUE,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1817271612567 49.8823234385699, -97.18122177702196 49.88230719743065, -97.18121475203698 49.882397522048045, -97.18172011050714 49.882413770005286, -97.1817271612567 49.8823234385699)))",49.88236048175287,-97.18147095379092,North,West
1768,12080788000.0,505 NEWMAN STREET,True,476000.0,505.0,NEWMAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18310812697872 49.881929378248394, -97.18350599997419 49.88194226950805, -97.18351133360014 49.881873859763594, -97.18311345682227 49.88186097295779, -97.18310812697872 49.881929378248394)))",49.88190162014204,-97.1833097315602,North,West
1769,12080285000.0,505 RAGLAN ROAD,True,746000.0,505.0,RAGLAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.19031437116801 49.88053601206926, -97.19083537482302 49.88055280641543, -97.19084593757216 49.88041598198646, -97.19032493928862 49.88039919496066, -97.19031437116801 49.88053601206926)))",49.880475999060465,-97.19058015796531,South,West
1778,12080697000.0,507 CAMDEN PLACE,True,283000.0,507.0,CAMDEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1846575378264 49.881574427963756, -97.18425725539402 49.88156149390738, -97.1842519180449 49.88162988383724, -97.1846522008045 49.88164282421101, -97.1846575378264 49.881574427963756)))",49.88160215759066,-97.18445473108478,North,West
1792,12080876000.0,509 BASSWOOD PLACE,True,322000.0,509.0,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.182298912811 49.881853428483, -97.18183297571687 49.88183848320411, -97.18182763493887 49.881906917992204, -97.18229357085372 49.88192186324394, -97.182298912811 49.881853428483)))",49.88188017321659,-97.18206327358727,North,West
1793,12080698000.0,509 CAMDEN PLACE,True,229000.0,509.0,CAMDEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1846522008045 49.88164282421101, -97.1842519180449 49.88162988383724, -97.1842465806444 49.88169827466491, -97.1846468651562 49.88171122047887, -97.1846522008045 49.88164282421101)))",49.88167055091361,-97.18444939377912,North,West
1799,12090189000.0,51 ALLOWAY AVENUE,True,404000.0,51.0,ALLOWAY,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16290754293672 49.88389805976779, -97.16292738305731 49.88362457285948, -97.16280025475909 49.883620893723474, -97.16278041307517 49.88389439229118, -97.16290754293672 49.88389805976779)))",49.88375947977577,-97.16285389799532,North,East
1807,12081007000.0,510 GREENWOOD PLACE,True,445000.0,510.0,GREENWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17981866236303 49.88253227746273, -97.18034808984298 49.88254953691768, -97.18035507158179 49.882459200838674, -97.17982562794269 49.88244194086932, -97.17981866236303 49.88253227746273)))",49.88249573879254,-97.1800868629564,North,West
1808,12097809455.0,510 NEWMAN STREET,True,469000.0,510.0,NEWMAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18414267002349 49.8821592523016, -97.18414918529817 49.88207579671579, -97.18375132538104 49.88206283682568, -97.1837448141975 49.88214627645259, -97.18414267002349 49.8821592523016)))",49.88211104073217,-97.18394700510636,North,West
1817,12080284000.0,511 RAGLAN ROAD,True,633000.0,511.0,RAGLAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1903038043686 49.88067282919485, -97.19082481200391 49.8806896308397, -97.19083537482302 49.88055280641543, -97.19031437116801 49.88053601206926, -97.1903038043686 49.88067282919485)))",49.88061281980218,-97.19056959285292,South,West
1838,12080469000.0,514 TELFER STREET S,True,355000.0,514.0,TELFER,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18763242747994 49.881637978901175, -97.18805812844815 49.88165185000072, -97.18806605908908 49.881549040184275, -97.18764036214377 49.881535161949486, -97.18763242747994 49.881637978901175)))",49.88159350774711,-97.18784924178397,North,West
1839,12080879000.0,515 BASSWOOD PLACE,True,388000.0,515.0,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18228288534688 49.88205876151314, -97.1818169513755 49.88204380364419, -97.1818116085278 49.88211225542462, -97.18227754173638 49.88212722590197, -97.18228288534688 49.88205876151314)))",49.88208551185323,-97.1820472538936,North,West
1843,12080283000.0,515 RAGLAN ROAD,True,713000.0,515.0,RAGLAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.19029323607435 49.880809647193004, -97.19081424911481 49.88082645525925, -97.19082481200391 49.8806896308397, -97.1903038043686 49.88067282919485, -97.19029323607435 49.880809647193004)))",49.8807496408143,-97.19055902735792,South,West
1846,12080854000.0,516 BASSWOOD PLACE,True,362000.0,516.0,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18302823820144 49.88208272746944, -97.18256250196691 49.882067648961076, -97.18255716047621 49.882136083719644, -97.18302290351212 49.882151162451905, -97.18302823820144 49.88208272746944)))",49.88210940573387,-97.18279270103476,North,West
1852,12080880000.0,517 BASSWOOD PLACE,True,383000.0,517.0,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18227754173638 49.88212722590197, -97.1818116085278 49.88211225542462, -97.1818062676655 49.88218069019874, -97.18227219972259 49.88219566064939, -97.18227754173638 49.88212722590197)))",49.88215395802978,-97.18204190442,North,West
1853,12080701000.0,517 CAMDEN PLACE,True,289000.0,517.0,CAMDEN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18463277332461 49.88189181215879, -97.18423248904969 49.88187885371398, -97.18422523232451 49.88197183618756, -97.18462551678776 49.881984806350246, -97.18463277332461 49.88189181215879)))",49.88193182725966,-97.18442900706069,North,West
1856,12081153000.0,517 DOMINION STREET,True,297000.0,517.0,DOMINION,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17831441853262 49.88248353480694, -97.17832487348531 49.88234675827768, -97.17790300417764 49.882333178787114, -97.17789257633987 49.882469979996735, -97.17831441853262 49.88248353480694)))",49.88240836198915,-97.17810871208978,North,West
1858,12080791000.0,517 NEWMAN STREET,True,400000.0,517.0,NEWMAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18308680739435 49.88220300029789, -97.18348466671887 49.88221590759683, -97.18349000038168 49.88214749875608, -97.18349533266935 49.882079088993386, -97.1830974672387 49.88206618882603, -97.18309213730846 49.88213459501205, -97.18308680739435 49.88220300029789)))",49.882141046333416,-97.1832910704766,North,West
1863,12080310000.0,518 CRAIG STREET,True,340000.0,518.0,CRAIG,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18980590290806 49.88136686997504, -97.19017708000914 49.88137878882464, -97.19018421047657 49.88128647243246, -97.18981304900862 49.881274545652055, -97.18980590290806 49.88136686997504)))",49.881326669441066,-97.18999505775822,South,West
1866,12080468000.0,518 TELFER STREET S,True,487000.0,518.0,TELFER,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18762449765 49.88174071403594, -97.18805020375585 49.88175458166962, -97.1880581284339 49.88165185000949, -97.18763242746604 49.88163797890096, -97.18762449765 49.88174071403594)))",49.88169628121082,-97.18784131306434,North,West
1871,12081154000.0,519 DOMINION STREET,True,414000.0,519.0,DOMINION,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17789257633987 49.882469979996735, -97.177882148399 49.88260678210065, -97.17830396211927 49.88262031130964, -97.17831441853262 49.88248353480694, -97.17789257633987 49.882469979996735)))",49.8825451510301,-97.17809827008166,North,West
1891,12081155000.0,521 DOMINION STREET,True,345000.0,521.0,DOMINION,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17830396211927 49.88262031130964, -97.177882148399 49.88260678210065, -97.17787172042264 49.882743583300915, -97.17829350567031 49.88275708690868, -97.17830396211927 49.88262031130964)))",49.8826819398819,-97.17808782788671,North,West
1898,12080776000.0,522 NEWMAN STREET,True,275000.0,522.0,NEWMAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18413124211199 49.882305640697176, -97.18373339248599 49.88229263682995, -97.18372805391785 49.882361036607, -97.1837227167233 49.88242943640466, -97.1841205597371 49.88244246088811, -97.18412590095024 49.88237405034375, -97.18413124211199 49.882305640697176)))",49.88236754372101,-97.18392698263756,North,West
1922,12080858000.0,526 BASSWOOD PLACE,True,316000.0,526.0,BASSWOOD,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18300519150837 49.88237835810794, -97.18253942781506 49.88236328985695, -97.18253216322599 49.88245636204122, -97.18299793661407 49.882471425009165, -97.18300519150837 49.88237835810794)))",49.8824173588327,-97.18276867745068,North,West
1953,12080504000.0,529 TELFER STREET S,True,246000.0,529.0,TELFER,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18698361437691 49.88198333497388, -97.18739239320756 49.88199665780759, -97.18739767759637 49.881928189571674, -97.18698889924059 49.881914869459784, -97.18698361437691 49.88198333497388)))",49.88195576300654,-97.18719064744776,North,West
1955,12082387000.0,53 HOME STREET,True,371000.0,53.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16812393120284 49.878886547889294, -97.1685357777198 49.878899655771974, -97.16854245273846 49.878809328937656, -97.16813062650454 49.87879614673696, -97.16812393120284 49.878886547889294)))",49.878847919197064,-97.16833316861712,South,Central
1989,12081074500.0,533 GREENWOOD PLACE,True,6197000.0,533.0,GREENWOOD,RESAP - APARTMENTS,"MULTIPOLYGON (((-97.17897832370008 49.88296342775895, -97.17896778444256 49.88310034332382, -97.17895724372379 49.88323725886213, -97.1789467029012 49.88337417529468, -97.17893017583316 49.88358885841188, -97.17944492477157 49.88352347042079, -97.17945516570346 49.88339067794795, -97.17946572392873 49.88325377883982, -97.17947628208391 49.883116879726984, -97.17948684156029 49.882979980631276, -97.17897832370008 49.88296342775895)))",49.88326421183987,-97.17920408907592,North,West
1999,12080781000.0,534 NEWMAN STREET,True,293000.0,534.0,NEWMAN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18410453741659 49.88264769163689, -97.18370670228491 49.882634634847975, -97.18370136501969 49.88270303464089, -97.18409919752399 49.88271610219831, -97.18410453741659 49.88264769163689)))",49.88267536597776,-97.18390295581064,North,West
2010,12080583000.0,536 CLIFTON STREET,True,256000.0,536.0,CLIFTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18691503389118 49.881991196478545, -97.18650789939299 49.88198176649732, -97.18650259277004 49.88205031057354, -97.18690975578505 49.882059609689804, -97.18691503389118 49.881991196478545)))",49.88202071957113,-97.186708755391,North,West
2020,12080584000.0,538 CLIFTON STREET,True,399000.0,538.0,CLIFTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18690975578505 49.882059609689804, -97.18650259278395 49.88205031057376, -97.18649729751544 49.88211871833661, -97.18690447758274 49.882128023141526, -97.18690975578505 49.882059609689804)))",49.882089165740034,-97.1867035335215,North,West
2030,12082433000.0,54 HOME STREET,True,532000.0,54.0,HOME,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1688153876669 49.878908380310435, -97.16924087788512 49.878921617578754, -97.1692475542393 49.8788312943292, -97.16882206192771 49.878818059747054, -97.1688153876669 49.878908380310435)))",49.87886983799144,-97.16903147150984,South,Central
2043,12080586000.0,542 CLIFTON STREET,True,300000.0,542.0,CLIFTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18689919863367 49.88219643748016, -97.18649200221482 49.88218712611607, -97.18648670346941 49.88225556963181, -97.18689391738906 49.8822648814115, -97.18689919863367 49.88219643748016)))",49.88222600390521,-97.18669295541542,North,West
2051,12080602000.0,545 CLIFTON STREET,True,283000.0,545.0,CLIFTON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.18583831290721 49.88229113618481, -97.18622815359242 49.88230369279165, -97.18623521542845 49.882212480321925, -97.18584540517948 49.882199923429134, -97.18583831290721 49.88229113618481)))",49.882251808758944,-97.18603677128112,North,West
2058,12082117000.0,55 EVANSON STREET,True,353000.0,55.0,EVANSON,RESMC - MULTIFAMILY CONVERSION,"MULTIPOLYGON (((-97.17073526806398 49.87891418849511, -97.17074152517482 49.87882862321529, -97.17041497650591 49.87881861337938, -97.17040332563067 49.87881825622154, -97.170397055404 49.87890382127891, -97.17073526806398 49.87891418849511)))",49.87886622258179,-97.17056929349428,South,Central
2060,12081222000.0,55 SHERBURN STREET,True,409000.0,55.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17591877030591 49.87885415936327, -97.17630554616491 49.878866013936, -97.17631240029364 49.878775683241095, -97.17592562243914 49.87876382685741, -97.17591877030591 49.87885415936327)))",49.87881492078893,-97.17611558418116,South,Central
2063,12082161000.0,56 EVANSON STREET,True,333000.0,56.0,EVANSON,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17133394423601 49.87884686089327, -97.17099572454484 49.87883643144764, -97.17098946917089 49.87892199946494, -97.17132769804229 49.87893242277431, -97.17133394423601 49.87884686089327)))",49.87888442876368,-97.17116170687532,South,Central
2077,12081223000.0,59 SHERBURN STREET,True,460000.0,59.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17591191814263 49.87894449186709, -97.17629869203994 49.8789563437299, -97.17630554616491 49.878866013936, -97.17591877030591 49.87885415936327, -97.17591191814263 49.87894449186709)))",49.878905252153075,-97.17610873072326,South,Central
2086,12082726000.0,62 ETHELBERT STREET,True,359000.0,62.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16807805744575 49.87858864817712, -97.16768098524474 49.8785786263298, -97.16767287343853 49.87868811318752, -97.1680699449318 49.878698214203354, -97.16807805744575 49.87858864817712)))",49.8786384011978,-97.16787548913486,South,Central
2098,12082727000.0,66 ETHELBERT STREET,True,379000.0,66.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.1680699449318 49.878698214203354, -97.16767287343853 49.87868811318752, -97.16766476294607 49.87879760096325, -97.1680618309833 49.878807780204646, -97.1680699449318 49.878698214203354)))",49.87874792779639,-97.16786737668566,South,Central
2103,12082732000.0,67 ETHELBERT STREET,True,698000.0,67.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16699356074511 49.87878178211323, -97.16738496306363 49.878791451311415, -97.16740607920653 49.8785064514932, -97.16699962828328 49.87869977963116, -97.16699356074511 49.87878178211323)))",49.87868640027085,-97.16723283322376,South,Central
2104,12081209000.0,68 SHERBURN STREET,True,401000.0,68.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17657143333109 49.879055209096464, -97.17695817810016 49.879067048399854, -97.17696502979467 49.87897671403829, -97.17657828716959 49.878964873888556, -97.17657143333109 49.879055209096464)))",49.87901596138624,-97.1767682317712,South,Central
2105,12082967000.0,68 WALNUT STREET,True,216000.0,68.0,WALNUT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16453782063836 49.88051359027212, -97.16414086569914 49.88050396659369, -97.16413586078819 49.88057238798723, -97.16453278394214 49.88058205705141, -97.16453782063836 49.88051359027212)))",49.88054300060911,-97.16433685506492,South,East
2107,12082733000.0,69 ETHELBERT STREET,True,599000.0,69.0,ETHELBERT,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.16699356074511 49.87878178211323, -97.16698547114284 49.87889111816144, -97.16737686457503 49.87890075126218, -97.16738496306363 49.878791451311415, -97.16699356074511 49.87878178211323)))",49.87884127518004,-97.16718520421628,South,Central
2108,12081226000.0,69 SHERBURN STREET,True,329000.0,69.0,SHERBURN,RESSD - DETACHED SINGLE DWELLING,"MULTIPOLYGON (((-97.17628498505702 49.87913700423244, -97.17589821369188 49.879125157767604, -97.17589136143832 49.87921549026532, -97.1762781308079 49.87922733491919, -97.17628498505702 49.87913700423244)))",49.879176246735646,-97.176088172129,South,Central
